id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
HKi7fd2bTzZfVB_Dz9vGng,lucky-robot-austin,Lucky Robot,https://s3-media3.fl.yelpcdn.com/bphoto/V4dEYD9o9KPzKrLy8QNk_g/o.jpg,False,https://www.yelp.com/biz/lucky-robot-austin?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1480,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 30.250851476015615, 'longitude': -97.7490062850641}","['pickup', 'delivery']",$$,"{'address1': '1303 S Congress Ave', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['1303 S Congress Ave', 'Austin, TX 78704']}",+15124448081,(512) 444-8081,6105.004781568489
jGa-ArUqJ7d6iF2_JBoZLg,5th-element-jacksonville,5th Element,https://s3-media3.fl.yelpcdn.com/bphoto/RBIDk1gp_c23UjegBTaMjQ/o.jpg,False,https://www.yelp.com/biz/5th-element-jacksonville?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,495,"[{'alias': 'indpak', 'title': 'Indian'}]",4.1,"{'latitude': 30.22148, 'longitude': -81.56089}","['pickup', 'delivery']",$$,"{'address1': '9485 Baymeadows Rd', 'address2': '', 'address3': '', 'city': 'Jacksonville', 'zip_code': '32256', 'country': 'US', 'state': 'FL', 'display_address': ['9485 Baymeadows Rd', 'Jacksonville, FL 32256']}",+19044488265,(904) 448-8265,9115.091819982505
Mtmy-z93WTljHUOY4d9Bmg,carmines-pie-house-jacksonville,Carmines Pie House,https://s3-media2.fl.yelpcdn.com/bphoto/4QxzyD4HztDMBRCQ2HdzeA/o.jpg,False,https://www.yelp.com/biz/carmines-pie-house-jacksonville?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1006,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.4,"{'latitude': 30.31262, 'longitude': -81.69465}","['delivery', 'pickup']",$$,"{'address1': '2677 Forbes St', 'address2': '', 'address3': '', 'city': 'Jacksonville', 'zip_code': '32204', 'country': 'US', 'state': 'FL', 'display_address': ['2677 Forbes St', 'Jacksonville, FL 32204']}",+19043871400,(904) 387-1400,7941.8494939877355
xItz7gp5RLZNbMvZYv20Sw,burrito-gallery-downtown-jacksonville-3,Burrito Gallery Downtown,https://s3-media3.fl.yelpcdn.com/bphoto/cCRQWqU4ZcTWfySFPP2LyA/o.jpg,False,https://www.yelp.com/biz/burrito-gallery-downtown-jacksonville-3?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,517,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'bars', 'title': 'Bars'}]",3.7,"{'latitude': 30.3277898061003, 'longitude': -81.65675}","['pickup', 'delivery']",$$,"{'address1': '21 E Adams St', 'address2': '', 'address3': '', 'city': 'Jacksonville', 'zip_code': '32202', 'country': 'US', 'state': 'FL', 'display_address': ['21 E Adams St', 'Jacksonville, FL 32202']}",+19043101569,(904) 310-1569,5864.198998719259
e58nvWwA4TgP4jxs3e2wVA,timwah-dim-sum-restaurant-jacksonville,Timwah Dim Sum Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/uS3dYnP_A5ltoSWSfWKTvg/o.jpg,False,https://www.yelp.com/biz/timwah-dim-sum-restaurant-jacksonville?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,466,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.3,"{'latitude': 30.2173509791876, 'longitude': -81.5202393696134}",['delivery'],$$,"{'address1': '8358 Point Meadows Dr', 'address2': '', 'address3': None, 'city': 'Jacksonville', 'zip_code': '32256', 'country': 'US', 'state': 'FL', 'display_address': ['8358 Point Meadows Dr', 'Jacksonville, FL 32256']}",+19043293676,(904) 329-3676,12159.35064217747
Ffu6u9viWIZNR8xUKAIu6Q,domu-jacksonville,DOMU,https://s3-media1.fl.yelpcdn.com/bphoto/O9bC7oQJIXRiY5qEqrGQiw/o.jpg,False,https://www.yelp.com/biz/domu-jacksonville?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,877,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.3,"{'latitude': 30.255542020286576, 'longitude': -81.53216737797928}",['delivery'],$$,"{'address1': '4852 Town Center Pkwy', 'address2': 'Ste 101', 'address3': '', 'city': 'Jacksonville', 'zip_code': '32246', 'country': 'US', 'state': 'FL', 'display_address': ['4852 Town Center Pkwy', 'Ste 101', 'Jacksonville, FL 32246']}",+19046831367,(904) 683-1367,8920.761147156014
NDzQFHW671hbB-aArOy12A,chapati-indianapolis-2,Chapati,https://s3-media3.fl.yelpcdn.com/bphoto/vRf_pLWHvYmscuzbZWVb3Q/o.jpg,False,https://www.yelp.com/biz/chapati-indianapolis-2?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,731,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.6,"{'latitude': 39.8425741690814, 'longitude': -86.2544556611198}","['pickup', 'delivery']",$$,"{'address1': '4930 Lafayette Rd', 'address2': 'Ste G', 'address3': '', 'city': 'Indianapolis', 'zip_code': '46254', 'country': 'US', 'state': 'IN', 'display_address': ['4930 Lafayette Rd', 'Ste G', 'Indianapolis, IN 46254']}",+13174059874,(317) 405-9874,10708.471858928324
nR5YybQrv7P62jd_oP5p7g,mama-carollas-indianapolis,Mama Carolla's,https://s3-media3.fl.yelpcdn.com/bphoto/s8cfFHX9_C0PBYElktygCQ/o.jpg,False,https://www.yelp.com/biz/mama-carollas-indianapolis?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,992,"[{'alias': 'italian', 'title': 'Italian'}]",4.4,"{'latitude': 39.85084, 'longitude': -86.14081}","['restaurant_reservation', 'delivery']",$$,"{'address1': '1031 E 54th St', 'address2': '', 'address3': '', 'city': 'Indianapolis', 'zip_code': '46220', 'country': 'US', 'state': 'IN', 'display_address': ['1031 E 54th St', 'Indianapolis, IN 46220']}",+13172599412,(317) 259-9412,4951.053106593995
teFjQxUqT8c-yxQdoILDVQ,nada-indianapolis,Nada,https://s3-media1.fl.yelpcdn.com/bphoto/MoNtaZWdxw5kl49ivY_aDw/o.jpg,False,https://www.yelp.com/biz/nada-indianapolis?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1929,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.3,"{'latitude': 39.7655, 'longitude': -86.1584528}","['delivery', 'pickup']",$$,"{'address1': '11 W Maryland St', 'address2': None, 'address3': '', 'city': 'Indianapolis', 'zip_code': '46204', 'country': 'US', 'state': 'IN', 'display_address': ['11 W Maryland St', 'Indianapolis, IN 46204']}",+13176386232,(317) 638-6232,4862.095734896773
l4ce2PFU6NWUvJYRZTl6-g,p-f-changs-indianapolis-4,P.F. Chang's,https://s3-media4.fl.yelpcdn.com/bphoto/HMrN8EqzWqyZZk_d7S3B0w/o.jpg,False,https://www.yelp.com/biz/p-f-changs-indianapolis-4?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,400,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",2.7,"{'latitude': 39.7666047, 'longitude': -86.1595627}","['delivery', 'pickup']",$$,"{'address1': '49 W Maryland St', 'address2': 'Ste 226', 'address3': '', 'city': 'Indianapolis', 'zip_code': '46204', 'country': 'US', 'state': 'IN', 'display_address': ['49 W Maryland St', 'Ste 226', 'Indianapolis, IN 46204']}",+13179745747,(317) 974-5747,4778.524760682596
2z1kSiZIk16f1uSD7jG9aw,ramen-ray-indianapolis,Ramen Ray,https://s3-media1.fl.yelpcdn.com/bphoto/EKLjSNdgEfFjCyVdQzesbQ/o.jpg,False,https://www.yelp.com/biz/ramen-ray-indianapolis?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,512,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 39.88369, 'longitude': -86.07236}","['delivery', 'pickup']",$$,"{'address1': '5628 E 71st St', 'address2': '', 'address3': '', 'city': 'Indianapolis', 'zip_code': '46220', 'country': 'US', 'state': 'IN', 'display_address': ['5628 E 71st St', 'Indianapolis, IN 46220']}",+13172887120,(317) 288-7120,10270.253472750981
IoHIGoyZipp5fPInCr7DvA,aab-india-restaurant-columbus-3,Aab India Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/CM9FENH6wh6ObK8W6TBofw/o.jpg,False,https://www.yelp.com/biz/aab-india-restaurant-columbus-3?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,697,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'bars', 'title': 'Bars'}]",3.9,"{'latitude': 39.987875, 'longitude': -83.04426}",['delivery'],$$,"{'address1': '1470 Grandview Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43212', 'country': 'US', 'state': 'OH', 'display_address': ['1470 Grandview Ave', 'Columbus, OH 43212']}",+16144862800,(614) 486-2800,4686.142594811072
OpxKTIuO6dIVfXuT2Hi82g,marcellas-columbus-7,Marcella's,https://s3-media3.fl.yelpcdn.com/bphoto/KGvb4MBcJA7Im5yzT8J0ew/o.jpg,False,https://www.yelp.com/biz/marcellas-columbus-7?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1012,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.2,"{'latitude': 39.97477572628048, 'longitude': -83.00320631165737}",[],$$,"{'address1': '615 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['615 N High St', 'Columbus, OH 43215']}",+16142232100,(614) 223-2100,4128.1574555230345
E807OYNFTaF7Nq6RO9fHcQ,los-guachos-taqueria-columbus,Los Guachos Taqueria,https://s3-media4.fl.yelpcdn.com/bphoto/h_R0NJM0MVQ8Ul5V48LuwA/o.jpg,False,https://www.yelp.com/biz/los-guachos-taqueria-columbus?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,967,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.3,"{'latitude': 40.06464, 'longitude': -83.05733}",['delivery'],$$,"{'address1': '5221 Godown Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['5221 Godown Rd', 'Columbus, OH 43235']}",+16145380211,(614) 538-0211,7703.781066595081
n-yw1FfAnXZzL3Uce7DodQ,tais-asian-bistro-columbus,Tai's Asian Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/s-E5uZc42UgNoLtuSnR-pg/o.jpg,False,https://www.yelp.com/biz/tais-asian-bistro-columbus?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,568,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.9,"{'latitude': 40.0068322, 'longitude': -83.0445495}","['pickup', 'delivery']",$$,"{'address1': '1285 W Lane Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43221', 'country': 'US', 'state': 'OH', 'display_address': ['1285 W Lane Ave', 'Columbus, OH 43221']}",+16144850016,(614) 485-0016,3903.6152491968273
ei7tFGEM4y3r2Jtw5FAyKQ,akai-hana-columbus,Akai Hana,https://s3-media2.fl.yelpcdn.com/bphoto/U4qgMDwZrefGKbzmbveYCQ/o.jpg,False,https://www.yelp.com/biz/akai-hana-columbus?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,742,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.3,"{'latitude': 40.0508, 'longitude': -83.05175}","['pickup', 'delivery']",$$,"{'address1': '1173 Old Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['1173 Old Henderson Rd', 'Columbus, OH 43220']}",+16144515411,(614) 451-5411,6252.677012365044
j2rG5aSC10fsawxNEn6K8g,indian-kitchen-cuisine-of-india-haltom-city-4,Indian Kitchen Cuisine of India,https://s3-media3.fl.yelpcdn.com/bphoto/IXoUxsUr5reGkIJNSaLKTA/o.jpg,False,https://www.yelp.com/biz/indian-kitchen-cuisine-of-india-haltom-city-4?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,427,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.2,"{'latitude': 32.85984, 'longitude': -97.28882}","['pickup', 'delivery']",$$,"{'address1': '6374 N Beach St', 'address2': '', 'address3': '', 'city': 'Haltom City', 'zip_code': '76137', 'country': 'US', 'state': 'TX', 'display_address': ['6374 N Beach St', 'Haltom City, TX 76137']}",+18175763090,(817) 576-3090,13677.022759740566
q71z_IMmEkTr4CA1mHVIFg,cane-rosso-fort-worth,Cane Rosso,https://s3-media4.fl.yelpcdn.com/bphoto/ybkkxdVJXLzqxkujV-GK5w/o.jpg,False,https://www.yelp.com/biz/cane-rosso-fort-worth?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,802,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.1,"{'latitude': 32.73045, 'longitude': -97.33306}",['delivery'],$$,"{'address1': '815 W Magnolia Ave', 'address2': '', 'address3': '', 'city': 'Fort Worth', 'zip_code': '76104', 'country': 'US', 'state': 'TX', 'display_address': ['815 W Magnolia Ave', 'Fort Worth, TX 76104']}",+18179229222,(817) 922-9222,2759.199688452412
0Nno1MtdueWgfBGoxUEkEQ,joe-t-garcias-fort-worth,Joe T Garcia's,https://s3-media1.fl.yelpcdn.com/bphoto/mAUBrrMLSwjGukTJZynRtg/o.jpg,False,https://www.yelp.com/biz/joe-t-garcias-fort-worth?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2441,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",3.3,"{'latitude': 32.78463, 'longitude': -97.34833}",['delivery'],$$,"{'address1': '2201 N Commerce St', 'address2': '', 'address3': '', 'city': 'Fort Worth', 'zip_code': '76164', 'country': 'US', 'state': 'TX', 'display_address': ['2201 N Commerce St', 'Fort Worth, TX 76164']}",+18176264356,(817) 626-4356,3966.4444872672043
Unp0EFvZa6ExJXOT3-KYZQ,my-lan-restaurant-haltom-city-3,My Lan Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/FlD9PJFK5Y23BPdNKuU52A/o.jpg,False,https://www.yelp.com/biz/my-lan-restaurant-haltom-city-3?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,349,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.1,"{'latitude': 32.783267411242605, 'longitude': -97.29006304111532}","['pickup', 'delivery']",$$,"{'address1': '4015 E Belknap St', 'address2': '', 'address3': '', 'city': 'Haltom City', 'zip_code': '76111', 'country': 'US', 'state': 'TX', 'display_address': ['4015 E Belknap St', 'Haltom City, TX 76111']}",+18172221471,(817) 222-1471,6970.943220579784
nm3GHM8_alYqVwD3z_5I0g,blue-sushi-sake-grill-fort-worth,Blue Sushi Sake Grill,https://s3-media2.fl.yelpcdn.com/bphoto/rvAycS8zIOv6s6z_iPJUSQ/o.jpg,False,https://www.yelp.com/biz/blue-sushi-sake-grill-fort-worth?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1165,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"{'latitude': 32.75105, 'longitude': -97.36262}","['pickup', 'delivery']",$$,"{'address1': '3131 W 7th St', 'address2': '', 'address3': '', 'city': 'Fort Worth', 'zip_code': '76107', 'country': 'US', 'state': 'TX', 'display_address': ['3131 W 7th St', 'Fort Worth, TX 76107']}",+18173322583,(817) 332-2583,977.7886318781088
ICUCAzUZFiWkYs7iCtNCQg,copper-modern-indian-cuisine-charlotte,Copper Modern Indian Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/uUpZlvQGrclqQOuwIXvM_Q/o.jpg,False,https://www.yelp.com/biz/copper-modern-indian-cuisine-charlotte?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,619,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 35.21077, 'longitude': -80.85582}","['pickup', 'delivery']",$$,"{'address1': '311 East Blvd', 'address2': None, 'address3': '', 'city': 'Charlotte', 'zip_code': '28203', 'country': 'US', 'state': 'NC', 'display_address': ['311 East Blvd', 'Charlotte, NC 28203']}",+17043330063,(704) 333-0063,2814.1433285060757
jcasci3gjbsSuTEVzvDQKg,mama-ricottas-charlotte-16,Mama Ricotta's,https://s3-media2.fl.yelpcdn.com/bphoto/qmQwtiFSe_RoB1Gz7XlVdA/o.jpg,False,https://www.yelp.com/biz/mama-ricottas-charlotte-16?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1120,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.2,"{'latitude': 35.2098855155106, 'longitude': -80.8355979085983}","['pickup', 'delivery']",$$,"{'address1': '601 S Kings Dr Aa', 'address2': 'Ste AA', 'address3': '', 'city': 'Charlotte', 'zip_code': '28204', 'country': 'US', 'state': 'NC', 'display_address': ['601 S Kings Dr Aa', 'Ste AA', 'Charlotte, NC 28204']}",+17043430148,(704) 343-0148,1593.3363182039445
T2tEMLpTeSMxLKpxwFdS3g,cabo-fish-taco-charlotte,Cabo Fish Taco,https://s3-media2.fl.yelpcdn.com/bphoto/OJ01NrakcgCsov4sEdhd2w/o.jpg,False,https://www.yelp.com/biz/cabo-fish-taco-charlotte?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1534,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.9,"{'latitude': 35.24724, 'longitude': -80.80587}","['pickup', 'delivery']",$$,"{'address1': '3201 N Davidson St', 'address2': '', 'address3': '', 'city': 'Charlotte', 'zip_code': '28205', 'country': 'US', 'state': 'NC', 'display_address': ['3201 N Davidson St', 'Charlotte, NC 28205']}",+17043328868,(704) 332-8868,6099.595523974986
Qn5QMHOV6f5uHbxvrTPGRA,the-dumpling-lady-charlotte,The Dumpling Lady,https://s3-media1.fl.yelpcdn.com/bphoto/5ip8aGKmbpkeL2JHAHpdGA/o.jpg,False,https://www.yelp.com/biz/the-dumpling-lady-charlotte?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,480,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,"{'latitude': 35.2330903, 'longitude': -80.8279821}",['delivery'],$$,"{'address1': '1115 N Brevard St', 'address2': None, 'address3': '', 'city': 'Charlotte', 'zip_code': '28206', 'country': 'US', 'state': 'NC', 'display_address': ['1115 N Brevard St', 'Charlotte, NC 28206']}",+19805956174,(980) 595-6174,4111.11540991882
ALwAlxItASeEs2vYAeLXHA,futo-buta-charlotte-3,Futo Buta,https://s3-media4.fl.yelpcdn.com/bphoto/1WmVpzuUfNNhhqsU_tNufg/o.jpg,False,https://www.yelp.com/biz/futo-buta-charlotte-3?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1612,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.1,"{'latitude': 35.2153789011605, 'longitude': -80.8554426119171}","['pickup', 'delivery']",$$,"{'address1': '222 Bland St', 'address2': '', 'address3': 'Bland Street Light Rail Station', 'city': 'Charlotte', 'zip_code': '28203', 'country': 'US', 'state': 'NC', 'display_address': ['222 Bland St', 'Bland Street Light Rail Station', 'Charlotte, NC 28203']}",+17043768400,(704) 376-8400,3113.7763936325077
GXz21OgpWOtnCF0GDXHPhA,nirmals-seattle,Nirmal's,https://s3-media2.fl.yelpcdn.com/bphoto/OcvrlKXwubnq73fqTg8Z6A/o.jpg,False,https://www.yelp.com/biz/nirmals-seattle?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,937,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,"{'latitude': 47.60147, 'longitude': -122.33262}","['pickup', 'restaurant_reservation']",$$,"{'address1': '106 Occidental Ave S', 'address2': None, 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['106 Occidental Ave S', 'Seattle, WA 98104']}",+12066839701,(206) 683-9701,2688.781799855027
VOPdG8llLPaga9iJxXcMuQ,the-pink-door-seattle-4,The Pink Door,https://s3-media4.fl.yelpcdn.com/bphoto/sdrxZHIADZM9RtFb_-Kk-Q/o.jpg,False,https://www.yelp.com/biz/the-pink-door-seattle-4?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,7073,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.4,"{'latitude': 47.61028, 'longitude': -122.3425}",['pickup'],$$,"{'address1': '1919 Post Alley', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1919 Post Alley', 'Seattle, WA 98101']}",+12064433241,(206) 443-3241,1766.3539820988492
pzjQKP3PEkclhSD-mFn7jA,tacos-chukis-seattle,Tacos Chukis,https://s3-media2.fl.yelpcdn.com/bphoto/O_d-Wh7nacZ5-Shs8Npq0w/o.jpg,False,https://www.yelp.com/biz/tacos-chukis-seattle?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2000,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 47.620570445175, 'longitude': -122.321262359619}",['delivery'],$,"{'address1': '219 Broadway E', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98102', 'country': 'US', 'state': 'WA', 'display_address': ['219 Broadway E', 'Seattle, WA 98102']}",+12069058537,(206) 905-8537,1201.0561440275706
ZCtSkAulGzhWd1o0oWbYgQ,din-tai-fung-seattle-14,Din Tai Fung,https://s3-media1.fl.yelpcdn.com/bphoto/jtYf8emVTpYTFRP53-58pA/o.jpg,False,https://www.yelp.com/biz/din-tai-fung-seattle-14?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2245,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.2,"{'latitude': 47.612517, 'longitude': -122.33541}","['delivery', 'pickup']",$$,"{'address1': '600 Pine St', 'address2': 'Ste 403', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['600 Pine St', 'Ste 403', 'Seattle, WA 98101']}",+12066829888,(206) 682-9888,1446.084395980719
